timestamp,roll,pitch,yaw
1528442965371168,-0.964162,-1.05715,2.34364
1528442965393110,-0.965693,-1.05597,2.34603
1528442965408069,-0.968723,-1.0545,2.3499
1528442965437989,-0.972614,-1.0517,2.35512
1528442965456939,-0.981136,-1.04621,2.36421
1528442965475888,-0.998328,-1.035,2.37927
1528442965490848,-1.02859,-1.01435,2.40095
1528442965529745,-1.07817,-0.982094,2.4344
1528442965536728,-1.1396,-0.936602,2.47743
1528442965583600,-1.19862,-0.878254,2.52416
1528442965610529,-1.24924,-0.806081,2.57434
1528442965633468,-1.28334,-0.716112,2.62475
1528442965648428,-1.29875,-0.612588,2.67342
1528442965678347,-1.29186,-0.364504,2.76604
1528442965701301,-1.28548,-0.227785,2.81066
1528442965723227,-1.28365,-0.0832064,2.85628
1528442965738191,-1.2817,0.0669795,2.90398
1528442965761126,-1.26983,0.217581,2.95626
1528442965791046,-1.23691,0.365092,3.01552
1528442965806006,-1.17923,0.506626,3.08315
1528442965827948,-1.10023,0.638582,-3.1239
1528442965842908,-1.00075,0.759022,-3.03471
1528442965850887,-0.881406,0.866057,-2.92752
1528442965903744,-0.744588,0.956563,-2.8
1528442965910726,-0.591675,1.02749,-2.65284
1528442965933703,-0.427566,1.0775,-2.48968
1528442965948668,-0.267914,1.1075,-2.32542
1528442965970566,-0.119667,1.12157,-2.1711
1528442965978545,0.0150512,1.12286,-2.03283
1528442966000519,0.128004,1.11368,-1.91655
1528442966030407,0.216388,1.1005,-1.82433
1528442966045369,0.286083,1.08591,-1.75116
1528442966083266,0.384499,1.05529,-1.65097
1528442966098264,0.411706,1.04067,-1.62004
1528442966121193,0.4274,1.02636,-1.59792
1528442966143106,0.437862,1.00977,-1.57776
1528442966196016,0.454996,0.974834,-1.53416
1528442966210976,0.457857,0.968739,-1.5226
1528442966247875,0.481187,0.973578,-1.51877
1528442966285724,0.503798,0.997361,-1.53737
1528442966308716,0.491714,1.02115,-1.57275
1528442966353543,0.420079,1.08572,-1.6955
1528442966368522,0.345627,1.11342,-1.79077
1528442966420719,-0.125594,1.16044,-2.26395
1528442966459127,-0.42927,1.14286,-2.57027
1528442966481633,-0.53122,1.12756,-2.67713
1528442966518235,-0.654246,1.09637,-2.81797
1528442966541545,-0.678996,1.08923,-2.85088
1528442966586567,-0.704397,1.09296,-2.86949
1528442966608906,-0.715579,1.09697,-2.8676
1528442966639159,-0.732224,1.10095,-2.86154
1528442966661248,-0.733337,1.10228,-2.85904
1528442966721338,-0.73131,1.10223,-2.8572
1528442966743166,-0.734365,1.09848,-2.85817
1528442966789041,-0.777114,1.05767,-2.88006
1528442966819076,-0.824309,1.00329,-2.91342
1528442966841400,-0.85302,0.967054,-2.93471
1528442966864060,-0.882955,0.924744,-2.95428
1528442966886232,-0.916935,0.876171,-2.97477
1528442966900970,-0.956102,0.819919,-2.99763
1528442966923420,-0.997933,0.755696,-3.02371
1528442966938677,-1.04104,0.686451,-3.05046
1528442966968627,-1.08303,0.615177,-3.07634
1528442966983863,-1.12126,0.540167,-3.10121
1528442967014090,-1.15413,0.458565,-3.12445
1528442967028058,-1.18201,0.370783,3.13642
1528442967044013,-1.21026,0.282033,3.11313
1528442967080917,-1.26386,0.110946,3.06322
1528442967095904,-1.27931,0.021544,3.03835
1528442967126153,-1.2906,-0.0736083,3.01505
1528442967163381,-1.30364,-0.167146,2.99158
1528442967178336,-1.31122,-0.25087,2.96909
1528442967193298,-1.30659,-0.32865,2.94782
1528442967216202,-1.28661,-0.488587,2.89749
1528442967238143,-1.28215,-0.56209,2.8678
1528442967261587,-1.27563,-0.625978,2.83867
1528442967276105,-1.26133,-0.685903,2.80879
1528442967298167,-1.23905,-0.743638,2.77321
1528442967321347,-1.21345,-0.798478,2.73278
1528442967336066,-1.18468,-0.850707,2.6896
1528442967358269,-1.15074,-0.89967,2.64387
1528442967381235,-1.11037,-0.943404,2.59449
1528442967396209,-1.06446,-0.98076,2.5409
1528442967418126,-1.01594,-1.01104,2.48417
1528442967441047,-0.972266,-1.03595,2.42882
1528442967456007,-0.936849,-1.05707,2.37678
1528442967478004,-0.912383,-1.07367,2.33222
1528442967508892,-0.897341,-1.08719,2.29492
1528442967522877,-0.885617,-1.09479,2.26261
1528442967545820,-0.876604,-1.09896,2.23534
1528442967560728,-0.871558,-1.10116,2.21329
1528442967575687,-0.872367,-1.10237,2.19702
1528442967598653,-0.87652,-1.1018,2.18438
1528442967620567,-0.884043,-1.10058,2.17616
1528442967635582,-0.892344,-1.09861,2.17164
1528442967658466,-0.900311,-1.0969,2.17016
1528442967680455,-0.906128,-1.09514,2.16912
1528442967696553,-0.911642,-1.09328,2.16839
1528442967718318,-0.918786,-1.09151,2.16795
1528442967741542,-0.92894,-1.08928,2.16878
1528442967755558,-0.941008,-1.08651,2.17117
1528442967793532,-0.953837,-1.08331,2.17627
